330	669	-1	
198	405	-1	
898	180	-1	
532	16	-1	
604	188	-1	
543	924	1	
504	596	1	
247	607	-1	
183	443	1	
561	853	1	
615	730	1	
753	832	1	
297	413	1	
193	515	-1	
651	864	1	
214	763	-1	
381	772	-1	
447	759	-1	
46	408	1	
472	162	-1	
50	470	-1	
269	534	-1	
374	597	-1	
967	466	-1	
700	928	1	
18	300	1	
798	828	1	
156	569	-1	
24	622	-1	
503	625	1	
590	721	1	
659	303	-1	
222	363	1	
308	880	-1	
185	912	-1	
29	275	1	
501	303	-1	
181	246	1	
623	755	1	
366	1	-1	
656	907	1	
93	531	-1	
571	782	1	
747	128	-1	
573	728	1	
393	524	-1	
19	698	-1	
444	147	-1	
158	217	1	
824	981	1	
201	831	-1	
350	750	-1	
528	691	1	
588	252	-1	
87	172	1	
173	300	1	
741	983	1	
293	363	-1	
374	805	-1	
433	90	-1	
50	384	-1	
91	192	1	
510	405	-1	
196	987	-1	
279	611	-1	
832	462	-1	
791	978	1	
190	722	-1	
28	180	1	
894	948	1	
4	94	1	
373	289	-1	
8	80	1	
497	553	-1	
569	825	1	
411	921	-1	
406	791	-1	
371	724	-1	
570	572	1	
287	78	-1	
280	569	-1	
45	478	-1	
776	847	1	
807	332	-1	
371	842	-1	
981	341	-1	
578	909	1	
151	728	-1	
563	950	1	
816	890	1	
845	73	-1	
778	925	1	
345	440	-1	
859	428	-1	
215	392	1	
665	814	1	
656	13	-1	
683	799	1	
72	770	-1	
832	286	-1	
99	148	1	
221	272	1	
408	607	-1	
165	691	-1	
711	301	-1	
797	869	1	
190	611	-1	
563	656	1	
647	899	1	
446	407	-1	
631	899	1	
887	993	1	
484	982	-1	
320	556	-1	
217	311	-1	
412	67	-1	
145	587	-1	
357	777	-1	
528	718	1	
616	939	1	
493	650	-1	
181	731	-1	
619	648	1	
636	897	1	
140	679	-1	
410	60	-1	
456	963	-1	
37	993	-1	
655	690	1	
288	476	1	
79	289	1	
810	248	-1	
411	453	1	
347	915	-1	
564	882	1	
503	119	-1	
142	139	-1	
393	576	-1	
370	724	-1	
340	621	-1	
367	966	-1	
66	364	1	
117	139	1	
321	539	-1	
595	626	1	
964	129	-1	
537	455	-1	
840	74	-1	
339	761	-1	
844	881	1	
228	316	1	
151	655	-1	
685	876	1	
573	995	1	
972	130	-1	
354	78	-1	
374	376	-1	
330	677	-1	
754	760	1	
35	391	1	
417	871	-1	
820	969	1	
268	399	1	
471	631	-1	
86	904	-1	
597	30	-1	
183	502	-1	
141	271	1	
65	706	-1	
999	337	-1	
586	975	1	
35	550	-1	
948	378	-1	
765	205	-1	
496	859	-1	
33	191	-1	
382	571	-1	
509	602	1	
597	898	1	
49	704	-1	
599	489	-1	
615	986	1	
112	407	-1	
558	424	-1	
188	244	1	
486	296	-1	
676	495	-1	
603	739	1	
307	980	-1	
663	810	1	
781	889	1	
458	485	-1	
58	930	-1	
381	866	-1	
911	117	-1	
131	280	1	
621	710	1	
229	655	-1	
336	453	1	
156	950	-1	
857	985	1	
549	962	1	
178	384	-1	
214	356	1	
612	968	1	
691	890	1	
627	675	1	
318	655	-1	
196	417	1	
799	912	1	
484	783	-1	
152	575	-1	
550	721	1	
283	435	1	
54	496	1	
39	618	-1	
157	162	-1	
918	155	-1	
897	963	1	
573	402	-1	
77	740	-1	
54	259	-1	
859	388	-1	
111	879	-1	
242	360	1	
567	942	1	
339	526	-1	
112	718	-1	
181	728	-1	
522	996	1	
739	743	1	
239	573	-1	
72	383	-1	
17	383	-1	
851	888	1	
317	51	-1	
515	935	1	
145	762	-1	
201	817	-1	
339	734	-1	
203	683	-1	
243	531	-1	
215	838	-1	
648	383	-1	
409	573	-1	
594	180	-1	
873	355	-1	
861	932	1	
71	437	-1	
430	629	-1	
94	839	-1	
603	712	1	
229	974	-1	
357	604	-1	
747	788	1	
450	917	-1	
369	569	-1	
22	171	-1	
326	459	1	
643	794	1	
687	436	-1	
190	52	-1	
533	815	1	
21	871	-1	
103	895	-1	
522	546	1	
37	522	-1	
364	309	-1	
582	222	-1	
385	575	-1	
3	28	-1	
281	435	-1	
631	680	1	
281	827	-1	
874	942	1	
145	632	-1	
894	499	-1	
587	376	-1	
192	998	-1	
284	30	-1	
227	406	1	
203	877	-1	
607	80	-1	
225	483	1	
630	862	1	
545	388	-1	
601	790	1	
68	448	1	
836	953	1	
152	501	-1	
567	661	1	
61	907	-1	
364	598	-1	
609	997	1	
704	167	-1	
493	637	-1	
380	523	-1	
386	619	-1	
33	398	-1	
334	64	-1	
617	662	1	
483	958	-1	
596	988	1	
533	961	1	
542	904	1	
977	28	-1	
321	819	-1	
229	270	1	
400	378	-1	
468	303	-1	
5	760	-1	
587	605	1	
465	683	-1	
320	778	-1	
136	718	-1	
463	540	-1	
215	699	-1	
547	860	1	
474	907	-1	
276	60	-1	
514	517	1	
208	427	1	
659	762	1	
306	763	-1	
380	391	1	
790	168	-1	
458	850	-1	
875	384	-1	
80	277	1	
393	542	-1	
511	731	1	
381	684	-1	
17	900	-1	
199	307	1	
703	90	-1	
42	304	-1	
23	942	-1	
271	935	-1	
284	971	-1	
87	720	-1	
924	929	1	
818	144	-1	
281	465	1	
699	319	-1	
42	94	1	
179	792	-1	
707	358	-1	
4	515	-1	
58	482	-1	
136	1	-1	
568	421	-1	
959	40	-1	
200	932	-1	
185	873	-1	
335	304	-1	
112	692	-1	
68	459	-1	
502	738	1	
25	419	1	
564	644	1	
382	167	-1	
735	910	1	
46	204	1	
19	476	1	
51	452	1	
233	407	-1	
400	852	-1	
670	245	-1	
693	283	-1	
475	979	-1	
653	713	1	
636	436	-1	
207	894	-1	
225	902	-1	
299	842	-1	
637	249	-1	
361	708	-1	
47	930	-1	
944	174	-1	
201	889	-1	
669	180	-1	
36	463	1	
172	52	-1	
724	817	1	
743	289	-1	
550	295	-1	
602	226	-1	
132	211	1	
810	843	1	
33	678	-1	
458	324	-1	
814	937	1	
229	681	-1	
511	693	1	
115	393	1	
366	837	-1	
360	856	-1	
232	915	-1	
48	822	-1	
793	840	1	
809	987	1	
182	909	-1	
0	252	-1	
524	226	-1	
252	337	1	
194	800	-1	
411	538	-1	
959	498	-1	
107	491	-1	
830	975	1	
111	590	-1	
178	350	1	
225	662	-1	
510	32	-1	
214	708	-1	
183	996	-1	
698	934	1	
336	997	-1	
910	245	-1	
384	479	1	
505	819	1	
818	998	1	
227	696	-1	
272	450	1	
202	891	-1	
265	736	-1	
348	78	-1	
86	157	1	
393	944	-1	
646	738	1	
675	874	1	
727	166	-1	
626	650	1	
770	952	1	
711	206	-1	
576	887	1	
977	278	-1	
770	250	-1	
680	810	1	
449	138	-1	
401	824	-1	
722	421	-1	
121	164	1	
414	80	-1	
458	759	-1	
697	379	-1	
504	11	-1	
3	851	-1	
875	273	-1	
142	585	-1	
87	505	-1	
227	389	-1	
416	751	-1	
133	389	-1	
756	852	1	
965	245	-1	
965	222	-1	
235	795	-1	
426	657	-1	
242	623	-1	
735	311	-1	
165	359	-1	
809	864	1	
227	465	1	
196	718	-1	
848	138	-1	
425	557	-1	
535	841	1	
595	968	1	
268	159	-1	
240	689	-1	
756	470	-1	
132	497	1	
664	701	1	
130	238	1	
8	155	1	
552	415	-1	
235	906	-1	
209	250	-1	
99	493	1	
258	518	-1	
543	277	-1	
239	990	-1	
330	917	-1	
457	649	-1	
510	824	1	
53	306	1	
899	248	-1	
603	266	-1	
371	863	-1	
724	236	-1	
232	755	-1	
786	965	1	
461	477	1	
157	451	1	
87	232	1	
370	55	-1	
544	28	-1	
488	857	-1	
253	626	-1	
414	933	-1	
620	894	1	
523	689	1	
63	177	1	
737	797	1	
433	817	-1	
649	988	1	
425	810	-1	
312	13	-1	
204	457	1	
741	902	1	
841	968	1	
562	51	-1	
103	454	1	
711	459	-1	
277	372	1	
807	812	1	
626	222	-1	
586	641	1	
100	384	-1	
533	618	1	
558	739	1	
107	177	-1	
36	847	-1	
561	186	-1	
588	861	1	
993	466	-1	
267	285	1	
98	143	1	
699	379	-1	
254	810	-1	
111	375	1	
617	289	-1	
2	224	1	
10	424	-1	
340	661	-1	
107	852	-1	
516	837	1	
62	591	-1	
226	473	1	
698	466	-1	
145	490	1	
75	383	1	
955	159	-1	
203	775	-1	
540	671	1	
14	223	1	
374	166	-1	
449	869	-1	
764	884	1	
198	342	1	
223	241	-1	
677	267	-1	
438	697	-1	
287	761	-1	
82	548	-1	
46	918	-1	
194	643	-1	
917	462	-1	
629	954	1	
60	319	1	
203	853	-1	
46	289	-1	
134	319	-1	
798	7	-1	
763	296	-1	
614	906	1	
460	902	-1	
367	547	-1	
4	733	-1	
420	528	-1	
10	293	1	
503	530	1	
335	462	-1	
593	933	1	
460	647	-1	
39	990	-1	
582	12	-1	
439	855	-1	
322	932	-1	
382	397	1	
673	150	-1	
545	407	-1	
531	657	1	
22	291	1	
148	488	1	
652	873	1	
430	581	-1	
368	125	-1	
686	885	1	
565	884	1	
41	919	-1	
597	917	1	
712	765	1	
876	64	-1	
160	183	1	
429	722	-1	
518	551	1	
152	294	1	
732	805	1	
732	311	-1	
315	700	-1	
749	761	1	
450	63	-1	
282	490	1	
449	73	-1	
148	79	-1	
898	166	-1	
537	738	1	
693	911	1	
487	776	-1	
70	161	1	
97	291	1	
468	887	-1	
136	364	1	
530	228	-1	
275	629	-1	
312	757	-1	
538	309	-1	
987	124	-1	
501	407	-1	
6	346	-1	
522	700	1	
204	826	-1	
57	274	1	
313	638	-1	
258	715	-1	
807	921	1	
82	89	1	
386	415	-1	
47	419	1	
380	129	-1	
540	803	1	
279	250	-1	
327	472	1	
152	478	-1	
172	927	-1	
331	997	-1	
265	838	-1	
381	556	-1	
381	257	-1	
701	819	1	
93	264	1	
268	559	-1	
158	991	-1	
854	376	-1	
233	588	-1	
638	847	1	
519	69	-1	
541	744	1	
20	911	-1	
159	365	1	
254	758	-1	
698	834	1	
122	57	-1	
127	274	-1	
967	259	-1	
786	986	1	
344	590	-1	
544	990	1	
450	746	-1	
439	665	-1	
906	403	-1	
246	622	-1	
529	428	-1	
177	473	1	
353	607	-1	
192	363	-1	
534	709	1	
686	759	1	
738	812	1	
450	909	-1	
675	309	-1	
18	934	-1	
795	947	1	
718	831	1	
127	646	-1	
520	547	1	
474	830	-1	
224	602	-1	
58	137	-1	
111	434	-1	
554	31	-1	
699	376	-1	
716	324	-1	
315	585	-1	
674	11	-1	
62	466	-1	
913	295	-1	
320	854	-1	
225	526	-1	
307	650	-1	
246	630	-1	
546	767	1	
335	726	-1	
50	856	-1	
925	15	-1	
49	793	-1	
196	835	-1	
218	552	-1	
430	760	-1	
629	850	1	
357	683	-1	
481	992	-1	
575	989	1	
397	781	-1	
149	814	-1	
412	568	-1	
811	961	1	
53	327	1	
182	682	-1	
426	991	-1	
548	154	-1	
815	383	-1	
358	434	1	
451	557	-1	
493	876	-1	
374	676	-1	
756	764	1	
161	761	-1	
835	222	-1	
786	968	1	
904	43	-1	
856	963	1	
227	741	-1	
573	222	-1	
546	946	1	
642	162	-1	
848	389	-1	
165	681	-1	
22	300	1	
932	491	-1	
516	882	1	
641	383	-1	
323	502	-1	
517	838	1	
380	927	-1	
623	686	1	
94	118	-1	
195	914	-1	
540	882	1	
508	30	-1	
767	872	1	
939	480	-1	
637	341	-1	
588	403	-1	
969	376	-1	
61	360	1	
648	144	-1	
143	207	1	
10	620	-1	
502	601	1	
561	835	1	
62	388	-1	
258	949	-1	
444	402	-1	
574	907	1	
320	28	-1	
107	855	-1	
709	903	1	
600	937	1	
865	953	1	
931	205	-1	
29	121	1	
575	818	1	
527	541	1	
597	979	1	
545	109	-1	
5	963	-1	
244	261	1	
446	790	-1	
321	978	-1	
521	597	1	
720	485	-1	
199	893	-1	
229	67	-1	
460	176	-1	
696	434	-1	
413	896	-1	
712	236	-1	
688	935	1	
213	984	-1	
201	700	-1	
340	357	1	
982	421	-1	
718	857	1	
564	917	1	
985	415	-1	
185	421	-1	
73	236	1	
280	104	-1	
227	84	-1	
647	44	-1	
68	202	1	
179	616	-1	
446	475	1	
52	359	1	
106	424	-1	
553	557	1	
5	395	1	
705	943	1	
277	473	1	
213	602	-1	
505	341	-1	
483	803	-1	
532	90	-1	
564	770	1	
290	800	-1	
419	665	-1	
306	104	-1	
884	936	1	
393	482	-1	
235	528	-1	
796	167	-1	
181	883	-1	
321	698	-1	
413	515	-1	
589	647	1	
669	908	1	
178	248	-1	
429	692	-1	
429	522	-1	
824	847	1	
628	824	1	
747	950	1	
675	876	1	
412	432	1	
509	952	1	
542	946	1	
239	995	-1	
722	995	1	
719	363	-1	
374	159	-1	
210	570	-1	
409	476	1	
322	906	-1	
915	428	-1	
772	843	1	
255	275	1	
170	146	-1	
593	407	-1	
808	890	1	
292	300	1	
115	923	-1	
202	999	-1	
13	252	1	
705	966	1	
631	935	1	
6	251	1	
625	363	-1	
596	311	-1	
509	922	1	
878	495	-1	
420	154	-1	
638	67	-1	
714	310	-1	
726	431	-1	
98	924	-1	
312	362	-1	
299	532	-1	
257	437	1	
387	869	-1	
132	314	-1	
854	163	-1	
582	706	1	
160	993	-1	
721	803	1	
895	901	1	
179	665	-1	
871	470	-1	
70	323	1	
493	885	-1	
957	222	-1	
500	861	1	
178	360	1	
142	101	-1	
247	906	-1	
513	620	1	
697	878	1	
282	336	1	
375	792	-1	
920	365	-1	
126	994	-1	
702	452	-1	
493	999	-1	
183	520	-1	
416	863	-1	
822	828	1	
36	212	1	
638	943	1	
59	471	1	
652	848	1	
657	365	-1	
99	679	-1	
858	226	-1	
347	432	1	
194	502	-1	
536	244	-1	
638	786	1	
25	752	-1	
571	436	-1	
693	737	1	
761	162	-1	
50	191	-1	
715	984	1	
218	168	-1	
623	259	-1	
639	187	-1	
737	755	1	
448	835	-1	
95	920	-1	
50	193	1	
643	285	-1	
889	259	-1	
502	923	1	
961	962	1	
227	339	1	
300	327	1	
20	887	-1	
116	976	-1	
568	808	1	
588	903	1	
654	437	-1	
901	241	-1	
541	606	1	
320	868	-1	
748	998	1	
620	889	1	
366	936	-1	
232	908	-1	
356	458	1	
2	929	-1	
896	314	-1	
511	188	-1	
509	713	1	
577	962	1	
599	860	1	
552	784	1	
788	376	-1	
290	434	-1	
592	758	1	
332	440	1	
103	805	-1	
560	283	-1	
393	803	-1	
456	591	-1	
256	802	-1	
508	378	-1	
370	564	-1	
463	950	-1	
224	619	-1	
17	790	-1	
391	668	-1	
858	177	-1	
241	434	1	
373	599	-1	
169	450	1	
413	624	-1	
360	630	-1	
604	836	1	
650	853	1	
37	425	1	
352	800	-1	
268	894	-1	
182	880	-1	
840	226	-1	
56	445	1	
882	119	-1	
95	755	-1	
288	979	-1	
476	267	-1	
99	210	1	
37	707	-1	
968	415	-1	
616	159	-1	
436	470	1	
545	840	1	
708	717	1	
35	295	-1	
21	563	-1	
79	421	1	
872	55	-1	
758	883	1	
416	536	-1	
599	985	1	
684	180	-1	
394	129	-1	
123	8	-1	
686	876	1	
882	912	1	
121	676	-1	
534	558	1	
807	245	-1	
175	407	-1	
623	324	-1	
353	64	-1	
566	482	-1	
673	945	1	
550	108	-1	
106	30	-1	
600	857	1	
574	658	1	
71	342	1	
410	546	-1	
684	688	1	
718	378	-1	
639	785	1	
545	984	1	
59	120	1	
448	55	-1	
468	815	-1	
394	937	-1	
425	75	-1	
300	331	1	
450	620	-1	
844	440	-1	
449	956	-1	
181	577	-1	
368	689	-1	
185	704	-1	
515	30	-1	
42	120	1	
253	467	1	
371	427	-1	
653	992	1	
223	379	-1	
646	462	-1	
714	814	1	
640	741	1	
126	392	1	
279	663	-1	
543	799	1	
122	254	1	
854	332	-1	
530	713	1	
572	663	1	
547	881	1	
87	793	-1	
85	863	-1	
449	482	-1	
503	238	-1	
514	15	-1	
993	329	-1	
646	787	1	
765	159	-1	
425	661	-1	
955	283	-1	
869	495	-1	
723	174	-1	
93	719	-1	
148	772	-1	
527	760	1	
512	518	1	
172	235	1	
53	378	-1	
417	571	-1	
604	935	1	
338	584	-1	
387	188	-1	
979	119	-1	
815	166	-1	
235	7	-1	
94	226	-1	
616	673	1	
29	844	-1	
715	176	-1	
537	977	1	
373	658	-1	
58	263	1	
256	710	-1	
339	901	-1	
892	325	-1	
197	745	-1	
456	492	-1	
545	890	1	
202	216	-1	
181	249	-1	
357	105	-1	
652	167	-1	
804	118	-1	
826	32	-1	
748	489	-1	
969	226	-1	
765	779	1	
810	146	-1	
344	990	-1	
255	101	-1	
327	517	-1	
628	873	1	
919	979	1	
579	57	-1	
141	30	-1	
115	289	-1	
252	341	1	
689	431	-1	
930	137	-1	
486	489	-1	
697	80	-1	
383	492	1	
43	57	1	
596	654	1	
931	117	-1	
507	591	1	
114	521	-1	
65	695	-1	
160	297	1	
941	285	-1	
447	12	-1	
450	918	-1	
335	717	-1	
453	171	-1	
564	912	1	
201	882	-1	
22	211	1	
909	480	-1	
70	114	1	
50	364	1	
536	355	-1	
754	359	-1	
846	167	-1	
298	481	1	
366	80	-1	
380	168	-1	
201	783	-1	
471	823	-1	
526	826	1	
242	401	1	
588	478	-1	
8	128	1	
42	745	-1	
39	578	-1	
410	684	-1	
227	113	-1	
853	949	1	
690	700	1	
556	738	1	
822	844	1	
974	231	-1	
